,UC,year,brand,model,price,mileage,Oprice
248,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
249,0,2013,BMW,X6,"$39,988","36,624 miles",65100
250,0,2017,BMW,X1,"$59,995","10,789 miles",34750
251,1,2015,BMW,X5,"$59,995","34,835 miles",76300
252,0,2011,BMW,X6,"$34,995","89,666 miles",72950
253,1,2015,BMW,X5,"$34,995","37,215 miles",76300
254,0,2008,BMW,X5,"$39,998","115,677 miles",50500
255,1,2015,BMW,X5,"$46,998","32,440 miles",76300
256,0,2018,BMW,X4,"$46,998","8,782 miles",53425
257,0,2017,BMW,X5,"$48,995","4,239 miles",78650
258,0,2016,BMW,X5,"$48,995","15,292 miles",76350
259,1,2014,BMW,X5,"$73,998","38,034 miles",60500
260,0,2017,BMW,X6,"$73,998","6,552 miles",83300
261,0,2017,BMW,X3,"$59,999","6,090 miles",44500
262,1,2015,BMW,X5,"$59,999","28,765 miles",76300
263,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
264,0,2013,BMW,X6,"$39,988","36,624 miles",65100
265,0,2017,BMW,X1,"$59,995","10,789 miles",34750
266,1,2015,BMW,X5,"$59,995","34,835 miles",76300
267,0,2011,BMW,X6,"$34,995","89,666 miles",72950
268,1,2015,BMW,X5,"$34,995","37,215 miles",76300
269,0,2008,BMW,X5,"$39,998","115,677 miles",50500
270,1,2015,BMW,X5,"$46,998","32,440 miles",76300
271,0,2018,BMW,X4,"$46,998","8,782 miles",53425
272,0,2017,BMW,X5,"$48,995","4,239 miles",78650
273,0,2016,BMW,X5,"$48,995","15,292 miles",76350
274,1,2014,BMW,X5,"$73,998","38,034 miles",60500
275,0,2017,BMW,X6,"$73,998","6,552 miles",83300
276,0,2017,BMW,X3,"$59,999","6,090 miles",44500
277,1,2015,BMW,X5,"$59,999","28,765 miles",76300
278,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
279,0,2013,BMW,X6,"$39,988","36,624 miles",65100
280,0,2017,BMW,X1,"$59,995","10,789 miles",34750
281,1,2015,BMW,X5,"$59,995","34,835 miles",76300
282,0,2011,BMW,X6,"$34,995","89,666 miles",72950
283,1,2015,BMW,X5,"$34,995","37,215 miles",76300
284,0,2008,BMW,X5,"$39,998","115,677 miles",50500
285,1,2015,BMW,X5,"$46,998","32,440 miles",76300
286,0,2018,BMW,X4,"$46,998","8,782 miles",53425
287,0,2017,BMW,X5,"$48,995","4,239 miles",78650
288,0,2016,BMW,X5,"$48,995","15,292 miles",76350
289,1,2014,BMW,X5,"$73,998","38,034 miles",60500
290,0,2017,BMW,X6,"$73,998","6,552 miles",83300
291,0,2017,BMW,X3,"$59,999","6,090 miles",44500
292,1,2015,BMW,X5,"$59,999","28,765 miles",76300
293,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
294,0,2013,BMW,X6,"$39,988","36,624 miles",65100
295,0,2017,BMW,X1,"$59,995","10,789 miles",34750
296,1,2015,BMW,X5,"$59,995","34,835 miles",76300
297,0,2011,BMW,X6,"$34,995","89,666 miles",72950
298,1,2015,BMW,X5,"$34,995","37,215 miles",76300
299,0,2008,BMW,X5,"$39,998","115,677 miles",50500
300,1,2015,BMW,X5,"$46,998","32,440 miles",76300
301,0,2018,BMW,X4,"$46,998","8,782 miles",53425
302,0,2017,BMW,X5,"$48,995","4,239 miles",78650
303,0,2016,BMW,X5,"$48,995","15,292 miles",76350
304,1,2014,BMW,X5,"$73,998","38,034 miles",60500
305,0,2017,BMW,X6,"$73,998","6,552 miles",83300
306,0,2017,BMW,X3,"$59,999","6,090 miles",44500
307,1,2015,BMW,X5,"$59,999","28,765 miles",76300
308,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
309,0,2013,BMW,X6,"$39,988","36,624 miles",65100
310,0,2017,BMW,X1,"$59,995","10,789 miles",34750
311,1,2015,BMW,X5,"$59,995","34,835 miles",76300
312,0,2011,BMW,X6,"$34,995","89,666 miles",72950
313,1,2015,BMW,X5,"$34,995","37,215 miles",76300
314,0,2008,BMW,X5,"$39,998","115,677 miles",50500
315,1,2015,BMW,X5,"$46,998","32,440 miles",76300
316,0,2018,BMW,X4,"$46,998","8,782 miles",53425
317,0,2017,BMW,X5,"$48,995","4,239 miles",78650
318,0,2016,BMW,X5,"$48,995","15,292 miles",76350
319,1,2014,BMW,X5,"$73,998","38,034 miles",60500
320,0,2017,BMW,X6,"$73,998","6,552 miles",83300
321,0,2017,BMW,X3,"$59,999","6,090 miles",44500
322,1,2015,BMW,X5,"$59,999","28,765 miles",76300
323,0,2012,BMW,X5 XDRIVE35I SPORT,"$39,988","87,206 miles",55850
324,0,2013,BMW,X6,"$39,988","36,624 miles",65100
325,0,2017,BMW,X1,"$59,995","10,789 miles",34750
326,1,2015,BMW,X5,"$59,995","34,835 miles",76300
327,0,2011,BMW,X6,"$34,995","89,666 miles",72950
328,1,2015,BMW,X5,"$34,995","37,215 miles",76300
329,0,2008,BMW,X5,"$39,998","115,677 miles",50500
