,Unnamed: 0,Unnamed: 0.1,UC,year,brand,model,price,mileage,Oprice,D_rate
98,98,98,0,2014,MERCEDES-BENZ,GL-CLASS GL 450,12900,"78,893 miles",90580,0.14241554427
99,99,99,0,2015,MERCEDES-BENZ,M-CLASS ML 250,12900,"69,912 miles",73350,0.175869120654
100,100,100,0,2015,MERCEDES-BENZ,M-CLASS ML 350,54890,"56,543 miles",73350,0.748329925017
101,101,101,0,2013,MERCEDES-BENZ,GLK 350,54890,"25,118 miles",38000,0.55552631579
102,102,102,0,2012,MERCEDES-BENZ,GL-CLASS GL 450,8990,"77,417 miles",73435,0.122421188806
103,103,103,0,2014,MERCEDES-BENZ,GLK 350,8990,"66,234 miles",38480,0.233627858628
104,104,104,0,2012,MERCEDES-BENZ,GL-CLASS GL 450,33790,"85,682 miles",73435,0.4601348131
105,105,105,0,2012,MERCEDES-BENZ,GL-CLASS GL 450,17895,"109,229 miles",73435,0.243684891401
106,106,106,0,2017,MERCEDES-BENZ,GLS 450,17895,"5,552 miles",95550,0.187284144427
107,107,107,0,2015,MERCEDES-BENZ,M-CLASS ML 350,71986,"46,482 miles",73350,0.981404226312
108,108,108,0,2013,MERCEDES-BENZ,M-CLASS ML 350,71986,"101,069 miles",71685,0.99580107414
109,109,109,0,2011,MERCEDES-BENZ,GLK 350,35995,"95,270 miles",36500,0.986164383562
110,110,110,0,2017,MERCEDES-BENZ,GLE 350,35995,"6,489 miles",81325,0.44260682447
111,111,111,0,2007,MERCEDES-BENZ,GL-CLASS GL 450,21995,"152,754 miles",53650,0.409972041007
112,112,112,0,2014,MERCEDES-BENZ,GL-CLASS GL 450,21995,"67,443 miles",90580,0.242824022963
113,113,113,0,2014,MERCEDES-BENZ,GL-CLASS GL 450,12900,"78,893 miles",90580,0.14241554427
114,114,114,0,2015,MERCEDES-BENZ,M-CLASS ML 250,12900,"69,912 miles",73350,0.175869120654
115,115,115,0,2015,MERCEDES-BENZ,M-CLASS ML 350,54890,"56,543 miles",73350,0.748329925017
116,116,116,0,2013,MERCEDES-BENZ,GLK 350,54890,"25,118 miles",38000,0.55552631579
117,117,117,0,2012,MERCEDES-BENZ,GL-CLASS GL 450,8990,"77,417 miles",73435,0.122421188806
118,118,118,0,2014,MERCEDES-BENZ,GLK 350,8990,"66,234 miles",38480,0.233627858628
119,119,119,0,2012,MERCEDES-BENZ,GL-CLASS GL 450,33790,"85,682 miles",73435,0.4601348131
120,120,120,0,2012,MERCEDES-BENZ,GL-CLASS GL 450,17895,"109,229 miles",73435,0.243684891401
121,121,121,0,2017,MERCEDES-BENZ,GLS 450,17895,"5,552 miles",95550,0.187284144427
122,122,122,0,2015,MERCEDES-BENZ,M-CLASS ML 350,71986,"46,482 miles",73350,0.981404226312
123,123,123,0,2013,MERCEDES-BENZ,M-CLASS ML 350,71986,"101,069 miles",71685,0.99580107414
124,124,124,0,2011,MERCEDES-BENZ,GLK 350,35995,"95,270 miles",36500,0.986164383562
125,125,125,0,2017,MERCEDES-BENZ,GLE 350,35995,"6,489 miles",81325,0.44260682447
126,126,126,0,2007,MERCEDES-BENZ,GL-CLASS GL 450,21995,"152,754 miles",53650,0.409972041007
127,127,127,0,2014,MERCEDES-BENZ,GL-CLASS GL 450,21995,"67,443 miles",90580,0.242824022963
128,128,128,0,2014,MERCEDES-BENZ,GL-CLASS GL 450,12900,"78,893 miles",90580,0.14241554427
129,129,129,0,2015,MERCEDES-BENZ,M-CLASS ML 250,12900,"69,912 miles",73350,0.175869120654
130,130,130,0,2015,MERCEDES-BENZ,M-CLASS ML 350,54890,"56,543 miles",73350,0.748329925017
131,131,131,0,2013,MERCEDES-BENZ,GLK 350,54890,"25,118 miles",38000,0.55552631579
132,132,132,0,2012,MERCEDES-BENZ,GL-CLASS GL 450,8990,"77,417 miles",73435,0.122421188806
133,133,133,0,2014,MERCEDES-BENZ,GLK 350,8990,"66,234 miles",38480,0.233627858628
134,134,134,0,2012,MERCEDES-BENZ,GL-CLASS GL 450,33790,"85,682 miles",73435,0.4601348131
135,135,135,0,2012,MERCEDES-BENZ,GL-CLASS GL 450,17895,"109,229 miles",73435,0.243684891401
